Deal ID;Spatial accuracy level;Location;Point;Facility name;Location description;Comment on location
7603;Administrative region;West Kalimantan, Indonesia;-0.27878,111.47529;;;
7605;Coordinates;South Barito Regency, Central Kalimantan, Indonesia;-1.37079,115.17129;;barito selatan;
7606;Approximate location;Indragiri Hulu Regency, Riau, Indonesia;-0.73612,102.25479;;Riau;
7607;Administrative region;Tabalong Regency, South Kalimantan, Indonesia;-1.8643,115.56811;;l. Kapten Piere Tendean No.99/84, Gadang, Kec. Banjarmasin Tengah, Kota Banjarmasin, Kalimantan Selatan 70122;
7608;Coordinates;Antara, Linge, Central Aceh, Aceh 24563, Indonesia;4.43123,98.22924;;Nangroe Aceh darussalam;
7609;Coordinates;Banyu Asin Regency, South Sumatra, Indonesia;-2.44199,105.4664;;Lahat Sumatra Selatan;
7619;Administrative region;Plovdiv;42.13541,24.74529;;;Land is situated at about 5000 separate spots in the three regions.
7619;Administrative region;Haskovo, Bulgaria;41.93444,25.55545;;;Land is situated at about 5000 separate spots in the three regions.
7619;Administrative region;Yambol, Bulgaria;42.4842,26.5035;;;Land is situated at about 5000 separate spots in the three regions.
7621;Exact location;Ngiro-are Road, Kenya;-1.22195,35.11365;;;Located north of the Maasai Mara national reserve, in the south-western corner of Kenya.
7625;Exact location;Kenya;-1.39897,35.34663;;;Located in a pristine part of Narok South district, next to the heavily trafficked tourist destination Masai Mara National Reserve, approximately 250 km from Kenya’s capital.
7635;Approximate location;Рошіорій-де-Веде 145100, Румунія;44.10856,24.99498;;;
7636;Approximate location;Newton, Sierra Leone;8.33517,-13.00833;;;Located in Newton, 24 miles from Freetown
7640;Administrative region;Caiçara do Norte, RN, 59590-000, Brazil;-5.06365,-36.05292;;;
7640;Administrative region;Ruy Barbosa, RN, 59420-000, Brazil;-5.88118,-35.93461;;;
7640;Administrative region;Bento Fernandes, State of Rio Grande do Norte, Brazil;-5.69279,-35.82074;;;
7640;Administrative region;Riachuelo, Rio Grande do Norte, Brazil;-5.81321,-35.8237;;;
7647;Exact location;Campo, Cameroon;2.44775,9.87028;;Block 1;"Located in the districts of Nyete and Campo subdivisions of the Ocean Division, Cameroon.
Block 1, north of the Akak community forest.
The choice of the project site was largely motivated by the opportunity to be in an agro-ecological zone appropriate to the agricultural product concerned, the proximity of the deep-water port of Kribi."
7647;Exact location;Campo, Cameroon;2.31825,10.01278;;Block 2;Block 2, south of the Akak community forest.
7659;Coordinates;Yokadouma, Cameroon;2.86874,15.38779;;;shapefile added derived from Cameroon Forest Management Units
7659;Coordinates;;3.02611,15.41245;;;Shapefile derived from Cameroon Forest Management units
7673;Approximate location;Тараклія, Молдова;45.89865,28.66716;;;
7673;Approximate location;Чадыр-Лунга, Молдова;46.06137,28.82877;;;
7683;Exact location;Gokarneshwor, Nepal;27.76681,85.4066;;Gokarna Forest Resort, Nagpokhari Marg 390, Gokarneshwor 44600;
7686;Country;Bulgaria;42.73388,25.48583;;;
7714;Administrative region;Santa Vitoria do Palmar, Santa Vitória do Palmar - RS, 96230-000, Brazil;-33.52156,-53.36648;;;
7714;Administrative region;Hermenegildo, Santa Vitória do Palmar - RS, Brazil;-33.65,-53.28333;;;
7714;Administrative region;Barra do Chuí, Santa Vitória do Palmar - RS, Brazil;-33.7326,-53.37027;;;
7715;Administrative region;Gravataí district, Gravataí - RS, Brazil;-29.94229,-50.99079;;;
7716;Coordinates;Isla Puná, Ecuador;-2.85492,-80.14286;;;
7717;Exact location;Россоша, Хмельницкая область, Украина;49.33992,26.88705;Arable land - exact land plot;;One of the land leased by the Company. Cadastral number 6825087200:06:018:0103. Size - 1.9717 ha. Owner - Private. The date of state registration - 30.03.2015. link https://newmap.land.gov.ua/?cc=2998612.3378477,6337500.29867159&z=16&l=kadastr&bl=ortho10k_all&cadnum=6825087200:06:018:0103
7717;Exact location;Розсоша, Хмельницкая область, Украина;49.33992,26.88705;Arable land - exact land plot;;"One of the land leased by the Company. Cadastral number 6825087200:04:015:0340. Size - 0.1236 ha. Owner - Private. The date of state registration - 08.06.2015.The lease rigth to this land is registerd at the same time to 2 different companies (Agrofirma Proskuriv LLC {08.06.2015} and its subsidiary company ""Gloriya"" {05.06.2015}); link https://newmap.land.gov.ua/?cc=2996700.4972911,6333313.41869289&z=16&l=kadastr&bl=ortho10k_all&cadnum=6825087200:04:015:0340"
7719;Approximate location;Isla Puná, Ecuador;-2.85492,-80.14286;;;
7720;Approximate location;Isla Puná, Ecuador;-2.85492,-80.14286;;;
7721;Approximate location;Isla Puná, Ecuador;-2.85492,-80.14286;;;
7722;Exact location;Pokhara, Nepal;28.20958,83.98557;;;hill area, 800 m above mean sea level, at Chhinne Danda in the city of Pokhara, Kaski District, Gandaki zone, western Nepal.
7723;Exact location;Siddharthanagar 32900, Nepal;27.50585,83.45173;;;Siddharthanagar Municipality, Rupandehi District in Province No. 5
7725;Exact location;Nijgadh, Nepal;27.20668,85.12719;;;A mega-airport with an adjoining airport city is planned in Nijgadh, in the Bara District in southeastern Nepal. The government has repeatedly stated that the new airport, with a 80 square kilometer site, will be the largest, by area, in South Asia. The site is in the forested eastern Terai lowland region and situated between two rivers, Pashah to the west and Bakiya to the east. The northern boundary is the Mahendra Highway between the two rivers.
7726;Coordinates;Bagamoyo, Tanzania;-6.31466,38.77388;;;Wami River Ranch
7728;Exact location;Damak, Nepal;26.67166,87.66798;;;"Damak Municipality-17-18-19, Jhapa (Right Bank of Ratuwa river)
Lakhanpur VDC 7-8-9, Jhapa and Gauradha Municipality-8, Jhapa (Left Bank of Ratuwa river)"
7730;Country;Молдова;47.41163,28.36989;;;
7736;Approximate location;Jos, Nigeria;9.89653,8.85833;;Located inside the National Veterinary Research Institute (NVRI) in Vom, Plateau State.;Vom-Jos, Plateau State
7737;Exact location;Чкалово, Херсонская область, Украина, 75320;46.48198,34.18324;Arable land - exact land plot;;One of the land plots leased by the Company. Cadastral number - 6520985000:07:009:0015. Size - 	8.97 ha. Date of state registration of lease right - 20.07.2016. Monetary valuation of land plot - 237888.93 (dated by 11.02.2019) . link https://newmap.land.gov.ua/?cc=3696709.21637743,5945488.29560477&z=16&l=kadastr&bl=ortho10k_all&cadnum=6520985000:07:009:0015
7737;Exact location;Новорайск, Херсонская область, Украина;47.00951,33.48534;Arable land - exact land plot;;One of the land plots leased by the Company. Cadastral number - 6520685200:04:022:0003. Size - 	4.093 ha. Date of state registration of lease right -13.10.2015. The owner of this land plot has died (information from Public Cadastral Map). link https://newmap.land.gov.ua/?cc=3724309.70583975,5947615.25061736&z=16&l=kadastr&bl=ortho10k_all&cadnum=6520685200:04:022:0003
7737;Exact location;Новоалексеевка, Херсонская область, Украина;46.22505,34.64085;Arable land - exact land plot;;One of the land plots leased by the Company. Cadastral number - 6523584000:06:022:0012. Size - 6.5399 ha. Date of state registration of lease right -18.07.2017. Irrigation system is available.  link https://newmap.land.gov.ua/?cc=3775561.61191188,5889568.24668284&z=16&l=kadastr&bl=ortho10k_all&cadnum=6523584000:06:022:0012
7737;Exact location;Степне, Херсонская область, Украина;47.0251,33.38413;Arable land - exact land plot;;One of the land plots leased by the Company. Cadastral number - 6520686700:03:019:0001. Size - 8.97 ha. Date of state registration of lease right -19.10.2016.  link https://newmap.land.gov.ua/?cc=3722308.13259382,5947933.61300033&z=16&l=kadastr&bl=ortho10k_all&cadnum=6520686700:03:019:0001
7737;Exact location;Львове, Херсонская область, Украина;46.79241,33.15175;Arable land - exact land plot;;One of the land plots leased by the Company. Cadastral number - 6520683000:02:009:0084. Size - 2 ha. Date of state registration of lease right -19.04.2016.  link https://newmap.land.gov.ua/?cc=3687050.24457953,5923689.09333972&z=16&l=kadastr&bl=ortho10k_all&cadnum=6520683000:02:009:0084
7737;Exact location;Волинське, Херсонская область, Украина;46.73469,33.98675;Arable land - exact land plot;;One of the land plots leased by the Company. Cadastral number - 6523580700:05:005:0013. Size - 8.2995 ha. Date of state registration of lease right -15.10.2017.  link https://newmap.land.gov.ua/?cc=3780490.00935416,5897064.64076526&z=16&l=kadastr&bl=ortho10k_all&cadnum=6523580700:05:005:0013
7737;Exact location;Тягинка, Херсонская область, Украина;46.78138,33.05238;Arable land - exact land plot;;One of the land plots leased by the Company. Cadastral number - 6520687100:02:050:0001. Size - 6.298 ha. Date of state registration of lease right -28.06.2016.  link https://newmap.land.gov.ua/?cc=3683732.0313924,5915108.3467631&z=16&l=kadastr&bl=ortho10k_all&cadnum=6520687100:02:050:0001
7737;Exact location;Зміївка, Херсонская область, Украина;46.86785,33.58383;Arable land - exact land plot;;One of the land plots leased by the Company. Cadastral number - 6520681200:02:042:0004. Size - 4.2742 ha. Date of state registration of lease right -11.11.2015.  link https://newmap.land.gov.ua/?cc=3731776.85539996,5928733.37249619&z=16&l=kadastr&bl=ortho10k_all&cadnum=6520681200:02:042:0004
7737;Exact location;Максима Горького, Херсонская область, Украина;47.07885,33.31184;Arable land - exact land plot;;One of the land plots leased by the Company. Cadastral number - 6520683600:02:022:0022. Size - 9.9175 ha. Date of state registration of lease right -13.02.2015.  link https://newmap.land.gov.ua/?cc=3713298.45533717,5952130.9917215&z=16&l=kadastr&bl=ortho10k_all&cadnum=6520683600:02:022:0022
7737;Exact location;Томарино, Херсонская область, Украина;46.87426,33.30422;Arable land - exact land plot;;One of the land plots leased by the Company. Cadastral number - 6520686900:02:012:0019. Size - 6.1375 ha. Date of state registration of lease right -10.01.2020.  link https://newmap.land.gov.ua/?cc=3703815.23857447,5922633.48472374&z=16&l=kadastr&bl=ortho10k_all&cadnum=6520686900:02:012:0019
7737;Exact location;Щасливе, Херсонская область, Украина;46.5434,33.28032;Arable land - exact land plot;;One of the land plots leased by the Company. Cadastral number - 6525085600:06:062:0008. Size - 10.4396 ha. Date of state registration of lease right -23.12.2019.  link https://newmap.land.gov.ua/?cc=3713627.3684545,5861120.45052214&z=16&l=kadastr&bl=ortho10k_all&cadnum=6525085600:06:062:0008
7739;Exact location;Калинівка, Миколаївська область, Україна, 57440;46.91977,31.53127;Arable land - exact land plot;;One of the land plots leased by the Company. Cadastral number - 4820981800:02:000:0234. Size - 6.4318 ha. Data of state registration - 07.07.2017. link https://newmap.land.gov.ua/?cc=3461340.1719504707,6177585.367221659&z=6.5&l=kadastr&bl=ortho10k_all&cadnum=4820981800:02:000:0234
7739;Exact location;Данилівка, Миколаївська область, Україна;46.99902,31.51836;Arable land - exact land plot;;One of the land plots leased by the Company. Cadastral number - 4820980900:01:000:0122. Size - 7.3735 ha. Data of state registration - 10.03.2017. link https://newmap.land.gov.ua/?cc=3502073.85988131,5942500.74868853&z=16&l=kadastr&bl=ortho10k_all&cadnum=4820980900:01:000:0122
7739;Exact location;Дмитрівка, Миколаївська область, Україна;46.63226,31.73827;Arable land - exact land plot;;One of the land plots leased by the Company. Cadastral number - 4820981200:12:000:0102. Size - 6.2922 ha. Data of state registration - 01.06.2017. link https://newmap.land.gov.ua/?cc=3479573.11125442,5945766.157590502&z=16&l=kadastr&bl=ortho10k_all&cadnum=4820981200:12:000:0102
7751;Approximate location;Lafiagi, Nigeria;8.85253,5.40443;;;Located in Lafiagi, Kwara state in Nigeria’s southwest region
7759;Exact location;Vyas Marga 10, Byas 33900, Nepal;27.97825,84.26892;;;The Project is situated on Seti river of Vyas municipality near Damauli, the district headquarter of Tanahun District. Eight VDCs and Vyas municipality of Tanahun district are directly affected by the project
7766;Approximate location;Nandi Hills, Kenya;0.10307,35.17637;;;Nandi Hills, west of the Great Rift Valley, approximately 350kms North West of Nairobi, Kenya’s capital.
7769;Coordinates;Isla Puná, Ecuador;-2.96408,-80.10422;;;
7770;Exact location;Isla Puná, Ecuador;-2.97359,-80.16064;;;
7771;Approximate location;Puerto López, Meta, Colombia;4.09135,-72.95592;;;
7772;Approximate location;Puerto Gaitán, Meta, Colombia;4.31298,-72.08357;;;
7774;Approximate location;Puerto Carreño, Vichada, Colombia;;;;
7796;Administrative region;Kasulu, Tanzania;-4.57024,30.10118;;;Kitanga, Heru Shingo, Kasulu District in Kigoma Region
7802;Administrative region;Yabassi, Cameroon;4.49635,9.97166;;;Yabassi, Nkam department, Littoral province, Cameroon
7804;Administrative region;Tibu Norte De Santander, Tibú, Norte de Santander, Colombia;8.63786,-72.72952;;;
7838;Administrative region;Lofa, Liberia;8.19112,-9.72327;;;Located in Sazanor town, Quardu-Gboni district in Lofa county 20 kilometres from Voinjama.
7842;Approximate location;Tolhuin, Tierra del Fuego, Argentina;-54.51089,-67.19299;;;the deal is near the city of Tolhuin, on the edge of Route 3, in Tierra del Fuego province.
7848;Approximate location;Meseta de Somuncurá, Río Negro, Argentina;-41.5,-67.25;;;
